Date,Address,Name,Class,Archetype,Expansion,DeckScore,Card1,Card2,Card3,Card4,Card5,Card6,Card7,Card8,Card9,Card10,Card11,Card12,Card13,Card14,Card15,Card16,Card17,Card18,Card19,Card20,Card21,Card22,Card23,Card24,Card25,Card26,Card27,Card28,Card29,Card30,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Wins,Bucket1,Bucket2
2016-12-10,https://www.heartharena.com/arena-run/ux6g82,ux6g82,Priest,Mid-Range,MSG,74.9,Pint-Size Potion,Potion of Madness,Faerie Dragon,Pompous Thespian,Shadow Word: Pain,Shrinkmeister,Stonesplinter Trogg,Dark Cultist,Kabal Courier,Kabal Talonpriest,Shadow Word: Death,Spider Tank,Toxic Sewer Ooze,Auchenai Soulpriest,Holy Champion,Kooky Chemist,Piloted Shredder,Sen'jin Shieldmasta,Holy Nova,Menagerie Magician,Drakonid Crusher,Hogger,Nerubian Prophet,Wobbling Runts,Mind Control,,,,,,1,1,1,1,1,2,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,,,,,,11,2,High
2016-12-10,https://www.heartharena.com/arena-run/h139k4,h139k4,Warlock,Mid-Range,MSG,68.9,Mistress of Mixtures,Power Overwhelming,Worgen Infiltrator,Bloodfen Raptor,Dark Peddler,Darkbomb,Flame Juggler,Gadgetzan Socialite,Ship's Cannon,Demolisher,Imp Gang Boss,Mind Control Tech,Spider Tank,Toxic Sewer Ooze,Arcanosmith,Blastcrystal Potion,Fel Cannon,Hellfire,Refreshment Vendor,Stormwind Knight,Bomb Lobber,Corrupted Healbot,Floating Watcher,Kara Kazham!,Spiked Hogrider,Big-Time Racketeer,Dread Infernal,Frost Elemental,Lord of the Arena,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,12,2,High
2016-12-10,https://www.heartharena.com/arena-run/6lyc6e,6lyc6e,Hunter,Classic Aggro,MSG,67.8,Alleycat,Arcane Shot,Elven Archer,Fiery Bat,On the Hunt,Worgen Infiltrator,Boneguard Lieutenant,Explorer's Hat,Flame Juggler,Grimestreet Informant,Huge Toad,Kindly Grandmother,King's Elekk,Micro Machine,Quick Shot,Animal Companion,Carrion Grub,Deadly Shot,Flesheating Ghoul,Scarlet Crusader,Zoobot,Core Rager,Dispatch Kodo,Houndmaster,Hozen Healer,Kooky Chemist,Azure Drake,Doppelgangster,Bog Creeper,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,8,1,High
2016-12-11,https://www.heartharena.com/arena-run/ypso0i,ypso0i,Mage,Attrition,MSG,66.5,Elven Archer,Fallen Hero,Flame Juggler,Frostbolt,Jeweled Scarab,Knife Juggler,Mechwarper,Sorcerer's Apprentice,Stonesplinter Trogg,Youthful Brewmaster,Dragonhawk Rider,Harvest Golem,Chillwind Yeti,Cult Master,Evil Heckler,Goblin Blastmage,Hozen Healer,Kabal Chemist,Kooky Chemist,Sen'jin Shieldmasta,Cryomancer,Madder Bomber,Sludge Belcher,Spiked Hogrider,Boulderfist Ogre,Corrupted Seer,Captured Jormungar,Flamestrike,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,7,1,High
2016-12-12,https://www.heartharena.com/arena-run/z6761g,z6761g,Paladin,Mid-Range,MSG,68.3,Divine Strength,Amani Berserker,Argent Lance,Bloodsail Raider,Friendly Bartender,Gadgetzan Socialite,Grimestreet Outfitter,Jeweled Scarab,Shielded Minibot,Stonesplinter Trogg,Aldor Peacekeeper,Ironfur Grizzly,Rallying Blade,Shattered Sun Cleric,Warhorse Trainer,Ancient Brewmaster,Chillwind Yeti,Consecration,Hozen Healer,Tanaris Hogchopper,Tomb Spider,Truesilver Champion,Grimestreet Enforcer,Pit Fighter,Solemn Vigil,Argent Commander,Stormwind Champion,Eldritch Horror,North Sea Kraken,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,6,1,Low
2016-12-12,https://www.heartharena.com/arena-run/63s717,63s717,Mage,Attrition,MSG,63.6,Argent Squire,Explosive Sheep,Frostbolt,Mad Scientist,Medivh's Valet,Pompous Thespian,Arcane Intellect,Counterspell,Duplicate,Mirror Entity,Ogre Brute,Volcanic Potion,Ancient Brewmaster,Defender of Argus,Dragonkin Sorcerer,Hozen Healer,Kooky Chemist,Polymorph,Silvermoon Guardian,Water Elemental,Avian Watcher,Cryomancer,Ethereal Conjurer,Psych-o-Tron,Big-Time Racketeer,Boulderfist Ogre,Fight Promoter,Bog Creeper,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,,4,0,Low
2016-12-12,https://www.heartharena.com/arena-run/2h8079,2h8079,Warlock,Aggro-Control,MSG,66.4,Elven Archer,Malchezaar's Imp,Mistress of Mixtures,Soulfire,Voidwalker,Zealous Initiate,Zombie Chow,Haunted Creeper,Mad Bomber,Tiny Knight of Evil,Twisted Worgen,Darkshire Councilman,Demonwrath,Flesheating Ghoul,Shadow Bolt,Silverware Golem,Imp-losion,Lost Tallstrider,Ogre Magi,Bomb Squad,Gurubashi Berserker,Ancient of Blossoms,Drakonid Crusher,Frost Elemental,Siphon Soul,Abyssal Enforcer,,,,,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1.0,1.0,1.0,1.0,1.0,,,,,3,0,Low
2016-12-12,https://www.heartharena.com/arena-run/0wu6zm,0wu6zm,Mage,Attrition,MSG,68.3,Forbidden Flame,Babbling Book,Dragon Egg,Kabal Lackey,Mistress of Mixtures,Bloodsail Raider,Blowgill Sniper,Jeweled Scarab,Mana Wyrm,Unstable Portal,Duplicate,Mirror Entity,Scarlet Crusader,Zoobot,Arcanosmith,Daring Reporter,Fireball,Hungry Dragon,Cryomancer,Ethereal Conjurer,Psych-o-Tron,Silver Hand Knight,Sludge Belcher,Spiked Hogrider,Grand Crusader,Nerubian Prophet,Flamestrike,Stormwind Champion,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,3,0,Low
2016-12-12,https://www.heartharena.com/arena-run/3vq0p0,3vq0p0,Warlock,Classic Control,MSG,68.1,Mortal Coil,Voodoo Doctor,Dark Peddler,Flame Juggler,Kobold Geomancer,Mistress of Pain,Twisted Worgen,Wrathguard,Argent Horserider,Demonwrath,Gnomeregan Infantry,Harvest Golem,Hired Gun,Imp Gang Boss,Shadow Bolt,Spider Tank,Void Terror,Blastcrystal Potion,Chillwind Yeti,Oasis Snapjaw,Ogre Magi,Clockwork Knight,Doomguard,Force-Tank MAX,Twisting Nether,Arch-Thief Rafaam,North Sea Kraken,Deathwing,,,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,5,1,Low
2016-12-14,https://www.heartharena.com/arena-run/qrg25v,qrg25v,Warlock,Mid-Range,MSG,68.0,Mortal Coil,Power Overwhelming,Soulfire,Young Priestess,Zombie Chow,Amani Berserker,Doomsayer,Friendly Bartender,Haunted Creeper,Twisted Worgen,Wild Pyromancer,Argent Horserider,Imp Gang Boss,Shadow Bolt,Silent Knight,Toxic Sewer Ooze,Burly Rockjaw Trogg,Cyclopian Horror,Defender of Argus,Enhance-o Mechano,Hozen Healer,Kabal Chemist,Kazakus,Antique Healbot,Anubisath Sentinel,Floating Watcher,Silver Hand Knight,Dread Infernal,Kabal Trafficker,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,7,1,High
2016-12-14,https://www.heartharena.com/arena-run/c2400g,c2400g,Priest,Classic Control,MSG,67.6,Clockwork Gnome,Holy Smite,Mistress of Mixtures,Potion of Madness,Tentacle of N'Zoth,Blowgill Sniper,Flame Juggler,Earthen Ring Farseer,Hired Gun,Kabal Courier,Raging Worgen,Tinkertown Technician,Defender of Argus,Eater of Secrets,Gnomish Inventor,Maiden of the Lake,Priest of the Feast,Refreshment Vendor,Shadow Madness,Bomb Lobber,Excavated Evil,Kabal Songstealer,Frost Elemental,Temple Enforcer,Bog Creeper,North Sea Kraken,Mind Control,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2.0,1.0,1.0,1.0,1.0,2.0,,,,8,1,High
2016-12-14,https://www.heartharena.com/arena-run/hpnne5,hpnne5,Warlock,Classic Aggro,MSG,65.7,Flame Imp,Malchezaar's Imp,Soulfire,Darkbomb,Demonfire,Dire Wolf Alpha,Echoing Ooze,Nerubian Egg,Novice Engineer,Pompous Thespian,River Crocolisk,Tiny Knight of Evil,Felguard,Silverware Golem,Toxic Sewer Ooze,Daring Reporter,Dragonkin Sorcerer,Imp-losion,Kabal Chemist,Kooky Chemist,Mukla's Champion,Dark Bargain,Drakonid Crusher,Abyssal Enforcer,Stormwind Champion,,,,,,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1.0,1.0,2.0,1.0,,,,,,11,2,High
2016-12-14,https://www.heartharena.com/arena-run/ut7465,ut7465,Priest,Mid-Range,MSG,70.2,Holy Smite,Mind Vision,Power Word: Shield,Boneguard Lieutenant,Dire Wolf Alpha,Shrinkmeister,Twisted Worgen,Argent Horserider,Earthen Ring Farseer,Kabal Talonpriest,Ogre Brute,Shattered Sun Cleric,Dark Iron Dwarf,Evil Heckler,Kabal Chemist,Lost Tallstrider,Mechanical Yeti,Sen'jin Shieldmasta,Shadow Madness,Twilight Drake,Doppelgangster,Stormpike Commando,Streetwise Investigator,Corrupted Seer,Defias Cleaner,Entomb,Temple Enforcer,North Sea Kraken,,,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,3,0,Low
2016-12-15,https://www.heartharena.com/arena-run/6kp1h4,6kp1h4,Rogue,Aggro-Control,MSG,70.6,Backstab,Buccaneer,Deadly Poison,Southsea Deckhand,Betrayal,Defias Ringleader,Flame Juggler,Haunted Creeper,Mad Bomber,Puddlestomper,Sap,Ship's Cannon,Fan of Knives,Flesheating Ghoul,Shadow Strike,Spider Tank,Unearthed Raptor,Backroom Bouncer,Sabotage,Southsea Squidface,Tomb Pillager,Bomb Lobber,Lotus Agents,Spectral Knight,Big-Time Racketeer,Boulderfist Ogre,Stormwind Champion,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2.0,1.0,1.0,1.0,1.0,1.0,,,,12,2,High
2016-12-16,https://www.heartharena.com/arena-run/93frs6,93frs6,Shaman,Classic Control,MSG,73.8,Elven Archer,Worgen Infiltrator,Annoy-o-Tron,Stormcrack,Stormforged Axe,Totem Golem,Argent Horserider,Lightning Storm,Powermace,Spider Tank,Unbound Elemental,Armored Warhorse,Dragonkin Sorcerer,Flamewreathed Faceless,Gnomish Inventor,Hex,Jinyu Waterspeaker,Naga Corsair,Piloted Shredder,Azure Drake,Lotus Agents,Stranglethorn Tiger,Fire Elemental,Frost Elemental,Thing from Below,Bog Creeper,Fossilized Devilsaur,North Sea Kraken,,,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,9,2,High
2016-12-16,https://www.heartharena.com/arena-run/f2lh2j,f2lh2j,Warlock,Attrition,MSG,70.2,Flame Imp,Mistress of Mixtures,Mortal Coil,Soulfire,Dark Peddler,Darkshire Librarian,Stonesplinter Trogg,Sunfury Protector,Unstable Ghoul,Demonwrath,Felguard,Flesheating Ghoul,Kabal Courier,Shadow Bolt,Backroom Bouncer,Crystalweaver,Frigid Snobold,Piloted Shredder,Spellbreaker,Darkscale Healer,Kvaldir Raider,Spectral Knight,Stranglethorn Tiger,Frost Elemental,Siphon Soul,Abyssal Enforcer,North Sea Kraken,,,,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1.0,1.0,1.0,1.0,2.0,1.0,,,,10,2,High
2016-12-16,https://www.heartharena.com/arena-run/r8m3hx,r8m3hx,Priest,Mid-Range,MSG,66.7,Northshire Cleric,Pint-Size Potion,Potion of Madness,Power Word: Shield,Worgen Infiltrator,Amani Berserker,Bloodsail Raider,Shadow Word: Pain,Wyrmrest Agent,Flesheating Ghoul,Kabal Talonpriest,Light's Champion,Shattered Sun Cleric,Thoughtsteal,Tinkertown Technician,Velen's Chosen,Zoobot,Auchenai Soulpriest,Daring Reporter,Dragonling Mechanic,Holy Champion,Midnight Drake,Clockwork Knight,Darkshire Alchemist,Kvaldir Raider,Power Word: Tentacles,Bog Creeper,Mind Control,,,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,5,1,Low
2016-12-17,https://www.heartharena.com/arena-run/26isnz,26isnz,Mage,Attrition,MSG,66.6,Zombie Chow,Acidic Swamp Ooze,Flamecannon,Huge Toad,Unstable Portal,Jungle Panther,Scarlet Crusader,Spider Tank,Twilight Flamecaller,Volcanic Potion,Ancient Brewmaster,Blackwater Pirate,Evil Heckler,Fireball,Mechanical Yeti,Polluted Hoarder,Tanaris Hogchopper,Water Elemental,Bomb Lobber,Cryomancer,Ethereal Conjurer,Madder Bomber,Second-Rate Bruiser,Spectral Knight,Spiked Hogrider,Streetwise Investigator,Venture Co. Mercenary,Fight Promoter,,,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,3,0,Low
2016-12-17,https://www.heartharena.com/arena-run/c0760h,c0760h,Rogue,Mid-Range,MSG,65.9,Bladed Cultist,Deadly Poison,Swashburglar,Acidic Swamp Ooze,Defias Ringleader,Eviscerate,Mana Wraith,Unstable Ghoul,Argent Horserider,Shadow Rager,Shadow Strike,Wolfrider,Cult Master,Dragonkin Sorcerer,Hungry Dragon,Kooky Chemist,Piloted Shredder,Southsea Squidface,Avian Watcher,Bomb Squad,Dark Iron Skulker,Fen Creeper,Ogre Ninja,Spiked Hogrider,Ancient of Blossoms,Frost Elemental,Nerubian Prophet,Sunwalker,Sprint,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,10,2,High
2016-12-17,https://www.heartharena.com/arena-run/i6huf1,i6huf1,Warrior,Classic Control,MSG,68.8,Acidic Swamp Ooze,Battle Rage,Bloodsail Raider,Crazed Alchemist,Cruel Taskmaster,Doomsayer,Puddlestomper,Revenge,Blackwing Technician,Bloodsail Cultist,Fierce Monkey,Grimestreet Smuggler,Ravaging Ghoul,Spider Tank,Arathi Weaponsmith,Arcane Nullifier X-21,Bloodhoof Brave,Evil Heckler,Mechanical Yeti,Azure Drake,Clockwork Knight,Fool's Bane,Second-Rate Bruiser,Venture Co. Mercenary,Big-Time Racketeer,Frost Elemental,North Sea Kraken,,,,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,,,,3,0,Low
2016-12-17,https://www.heartharena.com/arena-run/dqm641,dqm641,Warlock,Classic Control,MSG,73.2,Mistress of Mixtures,Mortal Coil,Worgen Infiltrator,Blowgill Sniper,Crazed Alchemist,Gilblin Stalker,Mad Bomber,Mechwarper,Puddlestomper,Darkshire Councilman,Demonwrath,Imp Gang Boss,Silent Knight,Blastcrystal Potion,Chillwind Yeti,Imp-losion,Naga Corsair,Piloted Shredder,Floating Watcher,Kara Kazham!,Psych-o-Tron,Big-Time Racketeer,Felfire Potion,Lord of the Arena,Nerubian Prophet,,,,,,1,3,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1.0,1.0,1.0,1.0,,,,,,12,2,High
2016-12-18,https://www.heartharena.com/arena-run/kx2a09,kx2a09,Rogue,Tempo,MSG,60.1,Bladed Cultist,Blowgill Sniper,Boneguard Lieutenant,Cutpurse,Dire Wolf Alpha,Faerie Dragon,Kobold Geomancer,Sap,Fan of Knives,Harvest Golem,Ironfur Grizzly,Ogre Brute,Wolfrider,Zoobot,Arcanosmith,Blade Flurry,Daring Reporter,Gnomish Inventor,Shadow Sensei,Stormwind Knight,Tinker's Sharpsword Oil,Tomb Pillager,Bomb Lobber,Clockwork Knight,Stranglethorn Tiger,Ancient of Blossoms,Drakonid Crusher,,,,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1.0,1.0,1.0,2.0,1.0,1.0,,,,8,1,High
2016-12-18,https://www.heartharena.com/arena-run/xxp396,xxp396,Shaman,Tempo,MSG,70.7,Blowgill Sniper,Bluegill Warrior,Crackle,Maelstrom Portal,Mechwarper,Spirit Claws,Stormforged Axe,Whirling Zap-o-matic,Ironfur Grizzly,Razorfen Hunter,Tinkertown Technician,Burly Rockjaw Trogg,Daring Reporter,Dark Iron Dwarf,Evil Heckler,Flamewreathed Faceless,Ogre Magi,Piloted Shredder,Rumbling Elemental,Worgen Greaser,Corrupted Healbot,Second-Rate Bruiser,Spectral Knight,Argent Commander,Fire Elemental,Kodorider,Stormwind Champion,North Sea Kraken,,,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,9,2,High
2016-12-18,https://www.heartharena.com/arena-run/7y8uf8,7y8uf8,Paladin,Classic Aggro,MSG,64.7,Clockwork Gnome,Lowly Squire,Mistress of Mixtures,Smuggler's Run,Amani Berserker,Argent Lance,Blowgill Sniper,Echoing Ooze,Frostwolf Grunt,Grimestreet Outfitter,Mad Bomber,Aldor Peacekeeper,Injured Blademaster,Raging Worgen,Scarlet Crusader,Shattered Sun Cleric,Silent Knight,Toxic Sewer Ooze,Aberrant Berserker,Silvermoon Portal,Tanaris Hogchopper,Azure Drake,Fen Creeper,Grimestreet Enforcer,Pit Fighter,Solemn Vigil,Stormwind Champion,Force-Tank MAX,North Sea Kraken,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,5,1,Low
2016-12-19,https://www.heartharena.com/arena-run/qu1d89,qu1d89,Priest,Mid-Range,MSG,73.2,Northshire Cleric,Zombie Chow,Amani Berserker,Bloodfen Raptor,Boneguard Lieutenant,Friendly Bartender,Shadow Word: Pain,Dark Cultist,Imp Master,Kabal Talonpriest,Shadow Word: Death,Silver Hand Regent,Velen's Chosen,Daring Reporter,Dark Iron Dwarf,Holy Champion,Kabal Chemist,Lightspawn,Stormwind Knight,Tanaris Hogchopper,Azure Drake,Darkscale Healer,Drakonid Operative,Kabal Songstealer,Pit Fighter,Sludge Belcher,Upgraded Repair Bot,,,,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,,,,8,1,High
2016-12-19,https://www.heartharena.com/arena-run/92ajc4,92ajc4,Warlock,Attrition,MSG,68.0,Argent Squire,Mortal Coil,Bloodsail Raider,Crazed Alchemist,Darkbomb,Explosive Sheep,Friendly Bartender,Pompous Thespian,Youthful Brewmaster,Argent Horserider,Dancing Swords,Injured Blademaster,Kabal Courier,Silent Knight,Violet Illusionist,Crystalweaver,Frigid Snobold,Mechanical Yeti,Piloted Shredder,Bane of Doom,Kvaldir Raider,Pit Fighter,Big-Time Racketeer,Kabal Trafficker,Nerubian Prophet,Siphon Soul,Sunwalker,Abyssal Enforcer,Bog Creeper,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,5,1,Low
2016-12-19,https://www.heartharena.com/arena-run/x5k930,x5k930,Mage,Classic Control,MSG,76.1,Mistress of Mixtures,Acidic Swamp Ooze,Fallen Hero,Flamecannon,Garrison Commander,Loot Hoarder,Mana Wyrm,Pompous Thespian,Sorcerer's Apprentice,Harvest Golem,Scarlet Crusader,Twilight Flamecaller,Volcanic Potion,Dalaran Aspirant,Daring Reporter,Fireball,Gnomish Inventor,Hozen Healer,Kabal Chemist,Water Elemental,Flame Lance,Second-Rate Bruiser,Drakonid Crusher,Flamestrike,,,,,,,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1.0,1.0,3.0,,,,,,,4,0,Low
2016-12-19,https://www.heartharena.com/arena-run/zcxb99,zcxb99,Priest,Attrition,MSG,66.3,Potion of Madness,Amani Berserker,Blowgill Sniper,Loot Hoarder,Ship's Cannon,Wild Pyromancer,Youthful Brewmaster,Saboteur,Scarlet Crusader,Silent Knight,Velen's Chosen,Dark Iron Dwarf,Kabal Chemist,Kooky Chemist,Refreshment Vendor,Shadow Madness,Spellbreaker,Fen Creeper,Holy Nova,Kvaldir Raider,Stampeding Kodo,Stranglethorn Tiger,Ancient of Blossoms,Big-Time Racketeer,Ravenholdt Assassin,North Sea Kraken,Mind Control,,,,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,,,,5,1,Low
2016-12-19,https://www.heartharena.com/arena-run/9c9c2b,9c9c2b,Hunter,Classic Aggro,MSG,69.9,Alleycat,Brave Archer,Elven Archer,Fiery Bat,Tracking,Bloodfen Raptor,Bluegill Warrior,Flame Juggler,Freezing Trap,Grimestreet Informant,Kindly Grandmother,King's Elekk,Trogg Beastrager,Animal Companion,Deadly Shot,Desert Camel,Rat Pack,Scarlet Crusader,Silverback Patriarch,Stablemaster,Daring Reporter,Dispatch Kodo,Spellbreaker,Reckless Rocketeer,Savannah Highmane,Call of the Wild,,,,,1,2,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,,,,,12,2,High
2016-12-20,https://www.heartharena.com/arena-run/043r5s,043r5s,Mage,Classic Control,MSG,73.4,Forbidden Flame,Zombie Chow,Amani Berserker,Flamecannon,Mana Wyrm,Pompous Thespian,Youthful Brewmaster,Argent Horserider,Earthen Ring Farseer,Harvest Golem,Kabal Courier,Toxic Sewer Ooze,Twilight Flamecaller,Backroom Bouncer,Chillwind Yeti,Dalaran Aspirant,Evil Heckler,Goblin Blastmage,Ethereal Conjurer,Pit Fighter,Stampeding Kodo,Venture Co. Mercenary,Drakonid Crusher,Bog Creeper,Firelands Portal,North Sea Kraken,,,,,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1.0,1.0,1.0,2.0,1.0,,,,,10,2,High
2016-12-20,https://www.heartharena.com/arena-run/0vl90o,0vl90o,Warlock,Classic Aggro,MSG,68.1,Flame Imp,Mistress of Mixtures,Power Overwhelming,Zealous Initiate,Acidic Swamp Ooze,Mad Bomber,Mechwarper,Puddlestomper,Wrathguard,Darkshire Councilman,Dragonhawk Rider,Imp Gang Boss,Kabal Courier,Mind Control Tech,Silent Knight,Blastcrystal Potion,Gnomish Inventor,Hozen Healer,Mogu'shan Warden,Spellbreaker,Twilight Summoner,Big Game Hunter,Doppelgangster,Big-Time Racketeer,Dark Bargain,North Sea Kraken,,,,,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1.0,1.0,1.0,1.0,1.0,,,,,5,1,Low
2016-12-21,https://www.heartharena.com/arena-run/832630,832630,Priest,Mid-Range,MSG,69.7,Mistress of Mixtures,Potion of Madness,Shifter Zerus,Worgen Infiltrator,Amani Berserker,Annoy-o-Tron,Flame Juggler,Gilblin Stalker,Shadow Word: Pain,Youthful Brewmaster,Argent Horserider,Jungle Panther,Kabal Courier,Kabal Talonpriest,Razorfen Hunter,Kabal Chemist,Kazakus,Kooky Chemist,Refreshment Vendor,Spellbreaker,Avian Watcher,Fen Creeper,Holy Nova,Psych-o-Tron,Spiked Hogrider,Stranglethorn Tiger,Argent Commander,Boulderfist Ogre,,,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,2,0,Low
2016-12-21,https://www.heartharena.com/arena-run/7t5p69,7t5p69,Priest,Attrition,MSG,71.4,Northshire Cleric,Potion of Madness,Acidic Swamp Ooze,Bloodsail Raider,Jeweled Scarab,Museum Curator,Shadow Word: Pain,Ice Rager,Jungle Panther,Kabal Courier,Kabal Talonpriest,Velen's Chosen,Burly Rockjaw Trogg,Cult Master,Cyclopian Horror,Defender of Argus,Holy Champion,Sen'jin Shieldmasta,Tanaris Hogchopper,Darkshire Alchemist,Holy Nova,Spiked Hogrider,Spiteful Smith,Argent Commander,Boulderfist Ogre,Frost Elemental,Temple Enforcer,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1.0,1.0,1.0,1.0,1.0,2.0,,,,5,1,Low
2016-12-21,https://www.heartharena.com/arena-run/npom37,npom37,Mage,Classic Control,MSG,70.0,Gadgetzan Jouster,Mistress of Mixtures,Blowgill Sniper,Mad Bomber,Mana Wyrm,Mechwarper,Ship's Cannon,Flamewaker,Harvest Golem,Soot Spewer,Toxic Sewer Ooze,Volcanic Potion,Cone of Cold,Dragonkin Sorcerer,Fireball,Goblin Blastmage,Kabal Chemist,Polymorph,Sen'jin Shieldmasta,Water Elemental,Bomb Squad,Doppelgangster,Psych-o-Tron,Boulderfist Ogre,Defias Cleaner,Firelands Portal,Flamestrike,,,,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,2.0,1.0,1.0,1.0,,,,3,0,Low
2016-12-21,https://www.heartharena.com/arena-run/g5xl07,g5xl07,Druid,Mid-Range,MSG,58.6,Innervate,Abusive Sergeant,Jade Idol,Naturalize,Bloodsail Raider,Faerie Dragon,Garrison Commander,Blood Knight,Feral Rage,Hired Gun,Jade Blossom,Raging Worgen,Jade Spirit,Piloted Shredder,Savage Combatant,Sen'jin Shieldmasta,Worgen Greaser,Lotus Agents,Lunar Visions,Spectral Knight,Ancient of Blossoms,Big-Time Racketeer,Jade Behemoth,Starfire,Bog Creeper,Force-Tank MAX,Sea Giant,,,,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1.0,2.0,1.0,1.0,1.0,1.0,,,,4,0,Low
2016-12-21,https://www.heartharena.com/arena-run/k5zbdd,k5zbdd,Hunter,Classic Aggro,MSG,61.8,Murloc Tinyfin,Abusive Sergeant,Brave Archer,Elven Archer,Worgen Infiltrator,Explosive Trap,Gilblin Stalker,Glaivezooka,King's Elekk,Pompous Thespian,Puddlestomper,River Crocolisk,Unstable Ghoul,Acolyte of Pain,Animal Companion,Flesheating Ghoul,Jungle Panther,Light's Champion,Shade of Naxxramas,Shaky Zipgunner,Shattered Sun Cleric,Cult Master,Dispatch Kodo,Jeeves,Naga Corsair,Tanaris Hogchopper,Nerubian Prophet,Reckless Rocketeer,,,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,9,2,High
